Level	Kanji	KanjiStroke	Meaning	Type	DO NOT CHANGE	Tags
36	頼	"<img src=""0983c.svg"">"	Trust	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L18
40	携	"<img src=""0643a.svg"">"	Portable	Kanji Drawing	-	Kanji_Drawing Level_40 Genki_L18
44	竜	"<img src=""07adc.svg"">"	Dragon	Kanji Drawing	-	Kanji_Drawing Level_44 Genki_L18
48	咲	"<img src=""054b2.svg"">"	Blossom, Bloom	Kanji Drawing	-	Kanji_Drawing Level_48 Genki_L18
11	仲	"<img src=""04ef2.svg"">"	Relationship	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L19
13	様	"<img src=""069d8.svg"">"	Formal Name Title, Formal Name Ender, Manner	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L19
13	問	"<img src=""0554f.svg"">"	Problem, Question	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L19
14	卒	"<img src=""05352.svg"">"	Graduate	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L19
14	格	"<img src=""0683c.svg"">"	Status	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L19
15	秋	"<img src=""079cb.svg"">"	Autumn, Fall	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L19
15	春	"<img src=""06625.svg"">"	Spring	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L19
16	遠	"<img src=""09060.svg"">"	Far	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L19
16	典	"<img src=""05178.svg"">"	Rule	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L19
24	質	"<img src=""08cea.svg"">"	Quality	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L19
26	突	"<img src=""07a81.svg"">"	Stab, Thrust	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L19
27	招	"<img src=""062db.svg"">"	Beckon	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L19
27	訪	"<img src=""08a2a.svg"">"	Visit	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L19
28	修	"<img src=""04fee.svg"">"	Discipline	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L19
29	寄	"<img src=""05bc4.svg"">"	Approach	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L19
38	慮	"<img src=""0616e.svg"">"	Consider	Kanji Drawing	-	Kanji_Drawing Level_38 Genki_L19
51	召	"<img src=""053ec.svg"">"	Call, Eat	Kanji Drawing	-	Kanji_Drawing Level_51 Genki_L19
52	怠	"<img src=""06020.svg"">"	Lazy, Neglect	Kanji Drawing	-	Kanji_Drawing Level_52 Genki_L19
60	謹	"<img src=""08b39.svg"">"	Humble, Discreet	Kanji Drawing	-	Kanji_Drawing Level_60 Genki_L19
14	望	"<img src=""0671b.svg"">"	Hope	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L20
16	笑	"<img src=""07b11.svg"">"	Laugh	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L20
17	無	"<img src=""07121.svg"">"	Nothing	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L20
18	枚	"<img src=""0679a.svg"">"	Flat Objects Counter, Flat Object, Counter For Flat Objects	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L20
19	続	"<img src=""07d9a.svg"">"	Continue	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L20
22	値	"<img src=""05024.svg"">"	Value, Price	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L20
24	腕	"<img src=""08155.svg"">"	Arm	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L20
24	腰	"<img src=""08170.svg"">"	Waist	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L20
27	腹	"<img src=""08179.svg"">"	Belly, Abdomen, Stomach	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L20
27	痛	"<img src=""075db.svg"">"	Pain	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L20
28	微	"<img src=""05fae.svg"">"	Delicate	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L20
28	絶	"<img src=""07d76.svg"">"	Extinction, Die Out	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L20
28	奇	"<img src=""05947.svg"">"	Odd, Strange	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L20
29	江	"<img src=""06c5f.svg"">"	Inlet, Bay	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L20
35	払	"<img src=""06255.svg"">"	Pay	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L20
36	超	"<img src=""08d85.svg"">"	Ultra, Super	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L20
38	致	"<img src=""081f4.svg"">"	Do	Kanji Drawing	-	Kanji_Drawing Level_38 Genki_L20
41	伺	"<img src=""04f3a.svg"">"	Pay Respects	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L20
41	誠	"<img src=""08aa0.svg"">"	Sincerity	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L20
42	揚	"<img src=""063da.svg"">"	Hoist	Kanji Drawing	-	Kanji_Drawing Level_42 Genki_L20
43	筒	"<img src=""07b52.svg"">"	Cylinder, Tube	Kanji Drawing	-	Kanji_Drawing Level_43 Genki_L20
43	滅	"<img src=""06ec5.svg"">"	Destroy	Kanji Drawing	-	Kanji_Drawing Level_43 Genki_L20
47	扇	"<img src=""06247.svg"">"	Folding Fan	Kanji Drawing	-	Kanji_Drawing Level_47 Genki_L20
50	駄	"<img src=""099c4.svg"">"	Burdensome	Kanji Drawing	-	Kanji_Drawing Level_50 Genki_L20
50	唐	"<img src=""05510.svg"">"	China, Sudden	Kanji Drawing	-	Kanji_Drawing Level_50 Genki_L20
51	頂	"<img src=""09802.svg"">"	Summit, Humbly	Kanji Drawing	-	Kanji_Drawing Level_51 Genki_L20
59	擬	"<img src=""064ec.svg"">"	Imitate	Kanji Drawing	-	Kanji_Drawing Level_59 Genki_L20
11	初	"<img src=""0521d.svg"">"	First	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L21
11	放	"<img src=""0653e.svg"">"	Release	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L21
13	殺	"<img src=""06bba.svg"">"	Kill	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L21
13	福	"<img src=""0798f.svg"">"	Luck, Fortune	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L21
15	信	"<img src=""04fe1.svg"">"	Believe, Trust	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L21
15	仏	"<img src=""04ecf.svg"">"	Buddha	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L21
15	計	"<img src=""08a08.svg"">"	Measure, Measurement	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L21
16	府	"<img src=""05e9c.svg"">"	Government	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L21
16	幸	"<img src=""05e78.svg"">"	Happiness	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L21
17	恋	"<img src=""0604b.svg"">"	Romance, Love	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L21
17	細	"<img src=""07d30.svg"">"	Thin	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L21
19	絡	"<img src=""07d61.svg"">"	Entangle, Coil Around, Entwine	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L21
19	若	"<img src=""082e5.svg"">"	Young	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L21
20	犯	"<img src=""072af.svg"">"	Crime	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L21
20	罪	"<img src=""07f6a.svg"">"	Guilt	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L21
20	経	"<img src=""07d4c.svg"">"	Passage of Time, Pass Through, Manage	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L21
21	件	"<img src=""04ef6.svg"">"	Matter, Affair	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L21
22	営	"<img src=""055b6.svg"">"	Manage	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L21
22	置	"<img src=""07f6e.svg"">"	Put	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L21
23	導	"<img src=""05c0e.svg"">"	Lead	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L21
24	境	"<img src=""05883.svg"">"	Boundary	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L21
24	環	"<img src=""074b0.svg"">"	Loop	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L21
24	触	"<img src=""089e6.svg"">"	Touch	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L21
25	捕	"<img src=""06355.svg"">"	Catch	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L21
26	故	"<img src=""06545.svg"">"	Circumstance, Reason	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L21
26	占	"<img src=""05360.svg"">"	Fortune, Occupy	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L21
29	宗	"<img src=""05b97.svg"">"	Religion	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L21
31	泥	"<img src=""06ce5.svg"">"	Mud	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L21
31	棒	"<img src=""068d2.svg"">"	Pole, Rod, Wooden Pole	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L21
32	銭	"<img src=""092ad.svg"">"	Coin	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L21
34	貴	"<img src=""08cb4.svg"">"	Valuable	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L21
35	遅	"<img src=""09045.svg"">"	Slow	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L21
35	厄	"<img src=""05384.svg"">"	Unlucky	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L21
36	踏	"<img src=""08e0f.svg"">"	Step	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L21
38	懸	"<img src=""061f8.svg"">"	Suspend	Kanji Drawing	-	Kanji_Drawing Level_38 Genki_L21
39	鈴	"<img src=""09234.svg"">"	Buzzer, Small Bell	Kanji Drawing	-	Kanji_Drawing Level_39 Genki_L21
43	襲	"<img src=""08972.svg"">"	Attack	Kanji Drawing	-	Kanji_Drawing Level_43 Genki_L21
47	欺	"<img src=""06b3a.svg"">"	Deceit	Kanji Drawing	-	Kanji_Drawing Level_47 Genki_L21
47	詐	"<img src=""08a50.svg"">"	Lie	Kanji Drawing	-	Kanji_Drawing Level_47 Genki_L21
48	殴	"<img src=""06bb4.svg"">"	Assault	Kanji Drawing	-	Kanji_Drawing Level_48 Genki_L21
48	蚊	"<img src=""0868a.svg"">"	Mosquito	Kanji Drawing	-	Kanji_Drawing Level_48 Genki_L21
48	貼	"<img src=""08cbc.svg"">"	Paste	Kanji Drawing	-	Kanji_Drawing Level_48 Genki_L21
54	拐	"<img src=""062d0.svg"">"	Kidnap	Kanji Drawing	-	Kanji_Drawing Level_54 Genki_L21
57	盲	"<img src=""076f2.svg"">"	Blind	Kanji Drawing	-	Kanji_Drawing Level_57 Genki_L21
11	拾	"<img src=""062fe.svg"">"	Pick Up	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L22
12	待	"<img src=""05f85.svg"">"	Wait	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L22
13	銀	"<img src=""09280.svg"">"	Silver	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L22
13	駅	"<img src=""099c5.svg"">"	Station, Train Station	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L22
14	残	"<img src=""06b8b.svg"">"	Remainder	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L22
15	勇	"<img src=""052c7.svg"">"	Courage, Bravery, Valor, Valour	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L22
16	守	"<img src=""05b88.svg"">"	Protect	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L22
17	敗	"<img src=""06557.svg"">"	Failure, Fail	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L22
17	説	"<img src=""08aac.svg"">"	Theory	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L22
18	忘	"<img src=""05fd8.svg"">"	Forget	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L22
18	許	"<img src=""08a31.svg"">"	Permit, Allow	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L22
19	順	"<img src=""09806.svg"">"	Order, Sequence	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L22
22	案	"<img src=""06848.svg"">"	Plan	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L22
30	貧	"<img src=""08ca7.svg"">"	Poor	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L22
30	乏	"<img src=""04e4f.svg"">"	Scarce	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L22
32	賛	"<img src=""08cdb.svg"">"	Agree	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L22
32	衛	"<img src=""0885b.svg"">"	Defense	Kanji Drawing	-	Kanji_Drawing Level_32 Genki_L22
37	遣	"<img src=""09063.svg"">"	Dispatch	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L22
38	刊	"<img src=""0520a.svg"">"	Edition	Kanji Drawing	-	Kanji_Drawing Level_38 Genki_L22
38	逃	"<img src=""09003.svg"">"	Escape	Kanji Drawing	-	Kanji_Drawing Level_38 Genki_L22
39	免	"<img src=""0514d.svg"">"	Excuse	Kanji Drawing	-	Kanji_Drawing Level_39 Genki_L22
41	徹	"<img src=""05fb9.svg"">"	Penetrate, Clear	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L22
45	嬢	"<img src=""05b22.svg"">"	Miss	Kanji Drawing	-	Kanji_Drawing Level_45 Genki_L22
46	猿	"<img src=""0733f.svg"">"	Monkey	Kanji Drawing	-	Kanji_Drawing Level_46 Genki_L22
50	翻	"<img src=""07ffb.svg"">"	Flip	Kanji Drawing	-	Kanji_Drawing Level_50 Genki_L22
59	浪	"<img src=""06d6a.svg"">"	Wander	Kanji Drawing	-	Kanji_Drawing Level_59 Genki_L22
13	想	"<img src=""060f3.svg"">"	Concept	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L23
13	感	"<img src=""0611f.svg"">"	Feeling	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L23
13	情	"<img src=""060c5.svg"">"	Feeling, Emotion	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L23
15	変	"<img src=""05909.svg"">"	Change, Strange	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L23
16	冗	"<img src=""05197.svg"">"	Superfluous, Unnecessary, Uselessness	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L23
17	果	"<img src=""0679c.svg"">"	Fruit	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L23
17	喜	"<img src=""0559c.svg"">"	Rejoice, Delighted, Pleased	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L23
17	悲	"<img src=""060b2.svg"">"	Sad	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L23
19	比	"<img src=""06bd4.svg"">"	Compare	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L23
19	善	"<img src=""05584.svg"">"	Morally Good, Good	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L23
21	断	"<img src=""065ad.svg"">"	Cut Off	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L23
21	検	"<img src=""0691c.svg"">"	Examine	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L23
21	査	"<img src=""067fb.svg"">"	Inspect, Investigate, Inspection, Investigation	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L23
21	審	"<img src=""05be9.svg"">"	Judge	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L23
21	判	"<img src=""05224.svg"">"	Judge	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L23
21	挙	"<img src=""06319.svg"">"	Raise	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L23
24	違	"<img src=""09055.svg"">"	Different	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L23
25	効	"<img src=""052b9.svg"">"	Effective	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L23
25	捜	"<img src=""0635c.svg"">"	Search	Kanji Drawing	-	Kanji_Drawing Level_25 Genki_L23
26	接	"<img src=""063a5.svg"">"	Adjoin	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L23
26	較	"<img src=""08f03.svg"">"	Contrast, Compare	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L23
26	我	"<img src=""06211.svg"">"	I, Me	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L23
26	従	"<img src=""05f93.svg"">"	Obey, Accompany, Follow	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L23
27	怒	"<img src=""06012.svg"">"	Angry, Anger	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L23
34	縦	"<img src=""07e26.svg"">"	Vertical	Kanji Drawing	-	Kanji_Drawing Level_34 Genki_L23
35	講	"<img src=""08b1b.svg"">"	Lecture	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L23
35	互	"<img src=""04e92.svg"">"	Mutual	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L23
41	郷	"<img src=""090f7.svg"">"	Hometown	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L23
42	綱	"<img src=""07db1.svg"">"	Cable	Kanji Drawing	-	Kanji_Drawing Level_42 Genki_L23
47	哀	"<img src=""054c0.svg"">"	Pathetic	Kanji Drawing	-	Kanji_Drawing Level_47 Genki_L23
52	慢	"<img src=""06162.svg"">"	Ridicule, Laziness	Kanji Drawing	-	Kanji_Drawing Level_52 Genki_L23
53	惨	"<img src=""060e8.svg"">"	Disaster	Kanji Drawing	-	Kanji_Drawing Level_53 Genki_L23
54	荘	"<img src=""08358.svg"">"	Villa	Kanji Drawing	-	Kanji_Drawing Level_54 Genki_L23
10	落	"<img src=""0843d.svg"">"	Fall	Kanji Drawing	-	Kanji_Drawing Level_10
10	農	"<img src=""08fb2.svg"">"	Farming, Agriculture	Kanji Drawing	-	Kanji_Drawing Level_10
10	速	"<img src=""0901f.svg"">"	Fast	Kanji Drawing	-	Kanji_Drawing Level_10
10	頭	"<img src=""0982d.svg"">"	Head	Kanji Drawing	-	Kanji_Drawing Level_10
10	聞	"<img src=""0805e.svg"">"	Hear	Kanji Drawing	-	Kanji_Drawing Level_10
10	院	"<img src=""09662.svg"">"	Institution	Kanji Drawing	-	Kanji_Drawing Level_10
10	調	"<img src=""08abf.svg"">"	Investigate, Tone	Kanji Drawing	-	Kanji_Drawing Level_10
10	鉄	"<img src=""09244.svg"">"	Iron	Kanji Drawing	-	Kanji_Drawing Level_10
10	語	"<img src=""08a9e.svg"">"	Language	Kanji Drawing	-	Kanji_Drawing Level_10
10	葉	"<img src=""08449.svg"">"	Leaf, Leaves	Kanji Drawing	-	Kanji_Drawing Level_10
10	習	"<img src=""07fd2.svg"">"	Learn	Kanji Drawing	-	Kanji_Drawing Level_10
10	軽	"<img src=""08efd.svg"">"	Lightweight, Light, Light Weight	Kanji Drawing	-	Kanji_Drawing Level_10
10	線	"<img src=""07dda.svg"">"	Line	Kanji Drawing	-	Kanji_Drawing Level_10
10	最	"<img src=""06700.svg"">"	Most	Kanji Drawing	-	Kanji_Drawing Level_10
10	開	"<img src=""0958b.svg"">"	Open	Kanji Drawing	-	Kanji_Drawing Level_10
10	親	"<img src=""089aa.svg"">"	Parent	Kanji Drawing	-	Kanji_Drawing Level_10
10	読	"<img src=""08aad.svg"">"	Read	Kanji Drawing	-	Kanji_Drawing Level_10
10	求	"<img src=""06c42.svg"">"	Request	Kanji Drawing	-	Kanji_Drawing Level_10 Genki_L10
10	転	"<img src=""08ee2.svg"">"	Revolve	Kanji Drawing	-	Kanji_Drawing Level_10
10	路	"<img src=""08def.svg"">"	Road	Kanji Drawing	-	Kanji_Drawing Level_10
10	病	"<img src=""075c5.svg"">"	Sick, Sickness, Ill, Illness	Kanji Drawing	-	Kanji_Drawing Level_10
10	横	"<img src=""06a2a.svg"">"	Side, Horizontal	Kanji Drawing	-	Kanji_Drawing Level_10
10	歌	"<img src=""06b4c.svg"">"	Song, Sing	Kanji Drawing	-	Kanji_Drawing Level_10
10	起	"<img src=""08d77.svg"">"	Wake Up	Kanji Drawing	-	Kanji_Drawing Level_10
11	成	"<img src=""06210.svg"">"	Become	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L5
11	争	"<img src=""04e89.svg"">"	Conflict	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L5
11	良	"<img src=""0826f.svg"">"	Good	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L12
11	令	"<img src=""04ee4.svg"">"	Orders	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L10
11	共	"<img src=""05171.svg"">"	Together	Kanji Drawing	-	Kanji_Drawing Level_11 Genki_L11
12	章	"<img src=""07ae0.svg"">"	Chapter	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L3
12	祭	"<img src=""0796d.svg"">"	Festival	Kanji Drawing	-	Kanji_Drawing Level_12 Genki_L1
13	疑	"<img src=""07591.svg"">"	Doubt	Kanji Drawing	-	Kanji_Drawing Level_13 Genki_L20
13	映	"<img src=""06620.svg"">"	Reflect, Reflection	Kanji Drawing	-	Kanji_Drawing Level_13
14	能	"<img src=""080fd.svg"">"	Ability	Kanji Drawing	-	Kanji_Drawing Level_14 Genki_L12
15	司	"<img src=""053f8.svg"">"	Director	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L11
15	区	"<img src=""0533a.svg"">"	District, Ward	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L21
15	丈	"<img src=""04e08.svg"">"	Height, Ten Feet	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L5
15	単	"<img src=""05358.svg"">"	Simple	Kanji Drawing	-	Kanji_Drawing Level_15 Genki_L9
16	面	"<img src=""09762.svg"">"	Face, Surface	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L5
16	幸	"<img src=""05e78.svg"">"	Happiness	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L5
16	品	"<img src=""054c1.svg"">"	Product, Article, Goods, Products	Kanji Drawing	-	Kanji_Drawing Level_16 Genki_L13
17	果	"<img src=""0679c.svg"">"	Fruit	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L11
17	非	"<img src=""0975e.svg"">"	Injustice, Negative, Mistake	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L6
17	無	"<img src=""07121.svg"">"	Nothing	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L9
17	原	"<img src=""0539f.svg"">"	Original, Fundamental, Field	Kanji Drawing	-	Kanji_Drawing Level_17 Genki_L0
18	句	"<img src=""053e5.svg"">"	Paragraph	Kanji Drawing	-	Kanji_Drawing Level_18 Genki_L17
19	冊	"<img src=""0518a.svg"">"	Book Counter, Counter For Books, Counter For Volumes	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L14
19	暴	"<img src=""066b4.svg"">"	Violence	Kanji Drawing	-	Kanji_Drawing Level_19 Genki_L15
20	飛	"<img src=""098db.svg"">"	Fly	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L10
20	余	"<img src=""04f59.svg"">"	Surplus, Excess	Kanji Drawing	-	Kanji_Drawing Level_20 Genki_L8
21	責	"<img src=""08cac.svg"">"	Blame	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L12
21	岡	"<img src=""05ca1.svg"">"	Hill	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L23
21	義	"<img src=""07fa9.svg"">"	Righteousness	Kanji Drawing	-	Kanji_Drawing Level_21 Genki_L6
22	示	"<img src=""0793a.svg"">"	Indicate, Show	Kanji Drawing	-	Kanji_Drawing Level_22 Genki_L5
23	鬼	"<img src=""09b3c.svg"">"	Demon	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L13
23	革	"<img src=""09769.svg"">"	Leather	Kanji Drawing	-	Kanji_Drawing Level_23 Genki_L2
24	象	"<img src=""08c61.svg"">"	Elephant, Phenomenon	Kanji Drawing	-	Kanji_Drawing Level_24 Genki_L13
26	我	"<img src=""06211.svg"">"	I, Me	Kanji Drawing	-	Kanji_Drawing Level_26 Genki_L23
27	郎	"<img src=""090ce.svg"">"	Guy	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L23
27	胃	"<img src=""080c3.svg"">"	Stomach	Kanji Drawing	-	Kanji_Drawing Level_27 Genki_L12
28	並	"<img src=""04e26.svg"">"	Line Up	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L10
28	奇	"<img src=""05947.svg"">"	Odd, Strange	Kanji Drawing	-	Kanji_Drawing Level_28 Genki_L19
29	臣	"<img src=""081e3.svg"">"	Servant, Retainer	Kanji Drawing	-	Kanji_Drawing Level_29 Genki_L12
30	系	"<img src=""07cfb.svg"">"	Lineage	Kanji Drawing	-	Kanji_Drawing Level_30 Genki_L10
31	倉	"<img src=""05009.svg"">"	Warehouse	Kanji Drawing	-	Kanji_Drawing Level_31 Genki_L10
33	蔵	"<img src=""08535.svg"">"	Storehouse	Kanji Drawing	-	Kanji_Drawing Level_33 Genki_L18
35	舎	"<img src=""0820e.svg"">"	Cottage	Kanji Drawing	-	Kanji_Drawing Level_35 Genki_L8
36	将	"<img src=""05c06.svg"">"	Commander	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L11
36	牙	"<img src=""07259.svg"">"	Fang, Tusk	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L12
36	及	"<img src=""053ca.svg"">"	Reach	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L6
36	甘	"<img src=""07518.svg"">"	Sweet	Kanji Drawing	-	Kanji_Drawing Level_36 Genki_L9
37	兆	"<img src=""05146.svg"">"	Omen	Kanji Drawing	-	Kanji_Drawing Level_37 Genki_L22
39	充	"<img src=""05145.svg"">"	Allocate	Kanji Drawing	-	Kanji_Drawing Level_39 Genki_L9
39	片	"<img src=""07247.svg"">"	One Sided	Kanji Drawing	-	Kanji_Drawing Level_39 Genki_L10
39	甲	"<img src=""07532.svg"">"	Turtle Shell	Kanji Drawing	-	Kanji_Drawing Level_39 Genki_L18
40	兼	"<img src=""0517c.svg"">"	Concurrently	Kanji Drawing	-	Kanji_Drawing Level_40 Genki_L5
41	至	"<img src=""081f3.svg"">"	Attain	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L20
41	衣	"<img src=""08863.svg"">"	Clothes	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L8
41	包	"<img src=""05305.svg"">"	Wrap	Kanji Drawing	-	Kanji_Drawing Level_41 Genki_L5
43	斉	"<img src=""06589.svg"">"	Simultaneous	Kanji Drawing	-	Kanji_Drawing Level_43 Genki_L1
44	刃	"<img src=""05203.svg"">"	Blade	Kanji Drawing	-	Kanji_Drawing Level_44 Genki_L14
44	竜	"<img src=""07adc.svg"">"	Dragon	Kanji Drawing	-	Kanji_Drawing Level_44 Genki_L18
44	吉	"<img src=""05409.svg"">"	Good Luck	Kanji Drawing	-	Kanji_Drawing Level_44 Genki_L17
45	凶	"<img src=""051f6.svg"">"	Villain	Kanji Drawing	-	Kanji_Drawing Level_45 Genki_L7
45	井	"<img src=""04e95.svg"">"	Well	Kanji Drawing	-	Kanji_Drawing Level_45 Genki_L8
47	尺	"<img src=""05c3a.svg"">"	Shaku, Japanese Foot	Kanji Drawing	-	Kanji_Drawing Level_47 Genki_L13
50	亭	"<img src=""04ead.svg"">"	Restaurant	Kanji Drawing	-	Kanji_Drawing Level_50 Genki_L4
