Level	Kanji	KanjiStroke	Meaning	Type	DO NOT CHANGE	Tags
31	廊	"<img src=""05eca.svg"">"	Corridor	Kanji Drawing	-	Kanji_Drawing Level_31
31	径	"<img src=""05f84.svg"">"	Diameter	Kanji Drawing	-	Kanji_Drawing Level_31
31	融	"<img src=""0878d.svg"">"	Dissolve	Kanji Drawing	-	Kanji_Drawing Level_31
31	均	"<img src=""05747.svg"">"	Equal	Kanji Drawing	-	Kanji_Drawing Level_31
31	貨	"<img src=""08ca8.svg"">"	Freight	Kanji Drawing	-	Kanji_Drawing Level_31
31	孫	"<img src=""05b6b.svg"">"	Grandchild	Kanji Drawing	-	Kanji_Drawing Level_31
31	墓	"<img src=""05893.svg"">"	Grave	Kanji Drawing	-	Kanji_Drawing Level_31
31	幾	"<img src=""05e7e.svg"">"	How Many, How Much	Kanji Drawing	-	Kanji_Drawing Level_31
31	尋	"<img src=""05c0b.svg"">"	Inquire	Kanji Drawing	-	Kanji_Drawing Level_31
31	陸	"<img src=""09678.svg"">"	Land	Kanji Drawing	-	Kanji_Drawing Level_31
31	豪	"<img src=""08c6a.svg"">"	Luxurious	Kanji Drawing	-	Kanji_Drawing Level_31
31	鑑	"<img src=""09451.svg"">"	Model	Kanji Drawing	-	Kanji_Drawing Level_31
31	巣	"<img src=""05de3.svg"">"	Nest	Kanji Drawing	-	Kanji_Drawing Level_31
31	既	"<img src=""065e2.svg"">"	Previously	Kanji Drawing	-	Kanji_Drawing Level_31
31	救	"<img src=""06551.svg"">"	Rescue	Kanji Drawing	-	Kanji_Drawing Level_31
31	嘆	"<img src=""05606.svg"">"	Sigh	Kanji Drawing	-	Kanji_Drawing Level_31
31	偵	"<img src=""05075.svg"">"	Spy	Kanji Drawing	-	Kanji_Drawing Level_31
31	驚	"<img src=""09a5a.svg"">"	Surprised	Kanji Drawing	-	Kanji_Drawing Level_31
31	脈	"<img src=""08108.svg"">"	Vein	Kanji Drawing	-	Kanji_Drawing Level_31
32	酸	"<img src=""09178.svg"">"	Acid	Kanji Drawing	-	Kanji_Drawing Level_32
32	複	"<img src=""08907.svg"">"	Duplicate	Kanji Drawing	-	Kanji_Drawing Level_32
32	染	"<img src=""067d3.svg"">"	Dye	Kanji Drawing	-	Kanji_Drawing Level_32
32	永	"<img src=""06c38.svg"">"	Eternity	Kanji Drawing	-	Kanji_Drawing Level_32
32	液	"<img src=""06db2.svg"">"	Fluid, Liquid	Kanji Drawing	-	Kanji_Drawing Level_32
32	採	"<img src=""063a1.svg"">"	Gather	Kanji Drawing	-	Kanji_Drawing Level_32
32	志	"<img src=""05fd7.svg"">"	Intention	Kanji Drawing	-	Kanji_Drawing Level_32
32	恩	"<img src=""06069.svg"">"	Kindness	Kanji Drawing	-	Kanji_Drawing Level_32
32	党	"<img src=""0515a.svg"">"	Party, Group	Kanji Drawing	-	Kanji_Drawing Level_32
32	序	"<img src=""05e8f.svg"">"	Preface	Kanji Drawing	-	Kanji_Drawing Level_32
32	傷	"<img src=""050b7.svg"">"	Wound	Kanji Drawing	-	Kanji_Drawing Level_32
33	装	"<img src=""088c5.svg"">"	Attire	Kanji Drawing	-	Kanji_Drawing Level_33
33	著	"<img src=""08457.svg"">"	Author	Kanji Drawing	-	Kanji_Drawing Level_33
33	裏	"<img src=""088cf.svg"">"	Backside, Underside, Reverse	Kanji Drawing	-	Kanji_Drawing Level_33
33	股	"<img src=""080a1.svg"">"	Crotch, Groin, Fork	Kanji Drawing	-	Kanji_Drawing Level_33
33	垂	"<img src=""05782.svg"">"	Dangle, Drip	Kanji Drawing	-	Kanji_Drawing Level_33
33	漠	"<img src=""06f20.svg"">"	Desert, Vague	Kanji Drawing	-	Kanji_Drawing Level_33
33	異	"<img src=""07570.svg"">"	Differ	Kanji Drawing	-	Kanji_Drawing Level_33
33	拡	"<img src=""062e1.svg"">"	Extend	Kanji Drawing	-	Kanji_Drawing Level_33
33	忠	"<img src=""05fe0.svg"">"	Loyalty	Kanji Drawing	-	Kanji_Drawing Level_33
33	肺	"<img src=""080ba.svg"">"	Lung	Kanji Drawing	-	Kanji_Drawing Level_33
33	否	"<img src=""05426.svg"">"	No	Kanji Drawing	-	Kanji_Drawing Level_33
33	盛	"<img src=""076db.svg"">"	Pile, Prosperous, Heap	Kanji Drawing	-	Kanji_Drawing Level_33
33	宣	"<img src=""05ba3.svg"">"	Proclaim	Kanji Drawing	-	Kanji_Drawing Level_33
33	尊	"<img src=""05c0a.svg"">"	Revered	Kanji Drawing	-	Kanji_Drawing Level_33
33	熟	"<img src=""0719f.svg"">"	Ripen	Kanji Drawing	-	Kanji_Drawing Level_33
33	噂	"<img src=""05642.svg"">"	Rumor, Gossip	Kanji Drawing	-	Kanji_Drawing Level_33
33	納	"<img src=""07d0d.svg"">"	Supply	Kanji Drawing	-	Kanji_Drawing Level_33
33	諸	"<img src=""08af8.svg"">"	Various	Kanji Drawing	-	Kanji_Drawing Level_33
34	枝	"<img src=""0679d.svg"">"	Branch	Kanji Drawing	-	Kanji_Drawing Level_34
34	揮	"<img src=""063ee.svg"">"	Brandish	Kanji Drawing	-	Kanji_Drawing Level_34
34	爪	"<img src=""0722a.svg"">"	Claw	Kanji Drawing	-	Kanji_Drawing Level_34
34	承	"<img src=""0627f.svg"">"	Consent	Kanji Drawing	-	Kanji_Drawing Level_34
34	咳	"<img src=""054b3.svg"">"	Cough	Kanji Drawing	-	Kanji_Drawing Level_34
34	幕	"<img src=""05e55.svg"">"	Curtain	Kanji Drawing	-	Kanji_Drawing Level_34
34	歓	"<img src=""06b53.svg"">"	Delight	Kanji Drawing	-	Kanji_Drawing Level_34
34	奴	"<img src=""05974.svg"">"	Dude	Kanji Drawing	-	Kanji_Drawing Level_34
34	聖	"<img src=""08056.svg"">"	Holy	Kanji Drawing	-	Kanji_Drawing Level_34
34	臓	"<img src=""081d3.svg"">"	Internal Organs	Kanji Drawing	-	Kanji_Drawing Level_34
34	損	"<img src=""0640d.svg"">"	Loss	Kanji Drawing	-	Kanji_Drawing Level_34
34	磁	"<img src=""078c1.svg"">"	Magnet	Kanji Drawing	-	Kanji_Drawing Level_34
34	誤	"<img src=""08aa4.svg"">"	Mistake	Kanji Drawing	-	Kanji_Drawing Level_34
34	源	"<img src=""06e90.svg"">"	Origin	Kanji Drawing	-	Kanji_Drawing Level_34
34	芋	"<img src=""0828b.svg"">"	Potato	Kanji Drawing	-	Kanji_Drawing Level_34
34	純	"<img src=""07d14.svg"">"	Pure	Kanji Drawing	-	Kanji_Drawing Level_34
34	沿	"<img src=""06cbf.svg"">"	Run Alongside	Kanji Drawing	-	Kanji_Drawing Level_34
34	縮	"<img src=""07e2e.svg"">"	Shrink	Kanji Drawing	-	Kanji_Drawing Level_34
34	隷	"<img src=""096b7.svg"">"	Slave	Kanji Drawing	-	Kanji_Drawing Level_34
34	粋	"<img src=""07c8b.svg"">"	Stylish	Kanji Drawing	-	Kanji_Drawing Level_34
34	痩	"<img src=""075e9.svg"">"	Thin	Kanji Drawing	-	Kanji_Drawing Level_34
34	拝	"<img src=""062dd.svg"">"	Worship	Kanji Drawing	-	Kanji_Drawing Level_34
35	熊	"<img src=""0718a.svg"">"	Bear	Kanji Drawing	-	Kanji_Drawing Level_35
35	彫	"<img src=""05f6b.svg"">"	Carve	Kanji Drawing	-	Kanji_Drawing Level_35
35	杉	"<img src=""06749.svg"">"	Cedar	Kanji Drawing	-	Kanji_Drawing Level_35
35	喋	"<img src=""0558b.svg"">"	Chat, Talk	Kanji Drawing	-	Kanji_Drawing Level_35
35	銅	"<img src=""09285.svg"">"	Copper	Kanji Drawing	-	Kanji_Drawing Level_35
35	舎	"<img src=""0820e.svg"">"	Cottage	Kanji Drawing	-	Kanji_Drawing Level_35
35	炎	"<img src=""0708e.svg"">"	Flame, Blaze	Kanji Drawing	-	Kanji_Drawing Level_35
35	寿	"<img src=""05bff.svg"">"	Lifespan, Longevity	Kanji Drawing	-	Kanji_Drawing Level_35
35	測	"<img src=""06e2c.svg"">"	Measure	Kanji Drawing	-	Kanji_Drawing Level_35
35	己	"<img src=""05df1.svg"">"	Oneself, Self	Kanji Drawing	-	Kanji_Drawing Level_35
35	鍋	"<img src=""0934b.svg"">"	Pot	Kanji Drawing	-	Kanji_Drawing Level_35
35	獄	"<img src=""07344.svg"">"	Prison	Kanji Drawing	-	Kanji_Drawing Level_35
35	戚	"<img src=""0621a.svg"">"	Relatives	Kanji Drawing	-	Kanji_Drawing Level_35
35	為	"<img src=""070ba.svg"">"	Sake	Kanji Drawing	-	Kanji_Drawing Level_35
35	醤	"<img src=""091a4.svg"">"	Soy Sauce	Kanji Drawing	-	Kanji_Drawing Level_35
35	滞	"<img src=""06ede.svg"">"	Stagnate	Kanji Drawing	-	Kanji_Drawing Level_35
35	破	"<img src=""07834.svg"">"	Tear	Kanji Drawing	-	Kanji_Drawing Level_35
35	亀	"<img src=""04e80.svg"">"	Turtle	Kanji Drawing	-	Kanji_Drawing Level_35
35	酢	"<img src=""09162.svg"">"	Vinegar	Kanji Drawing	-	Kanji_Drawing Level_35
36	諾	"<img src=""08afe.svg"">"	Agreement	Kanji Drawing	-	Kanji_Drawing Level_36
36	盟	"<img src=""076df.svg"">"	Alliance	Kanji Drawing	-	Kanji_Drawing Level_36
36	債	"<img src=""050b5.svg"">"	Debt	Kanji Drawing	-	Kanji_Drawing Level_36
36	牙	"<img src=""07259.svg"">"	Fang, Tusk	Kanji Drawing	-	Kanji_Drawing Level_36
36	旧	"<img src=""065e7.svg"">"	Former	Kanji Drawing	-	Kanji_Drawing Level_36
36	般	"<img src=""0822c.svg"">"	Generally, General	Kanji Drawing	-	Kanji_Drawing Level_36
36	津	"<img src=""06d25.svg"">"	Haven	Kanji Drawing	-	Kanji_Drawing Level_36
36	療	"<img src=""07642.svg"">"	Heal	Kanji Drawing	-	Kanji_Drawing Level_36
36	継	"<img src=""07d99.svg"">"	Inherit	Kanji Drawing	-	Kanji_Drawing Level_36
36	遺	"<img src=""0907a.svg"">"	Leave Behind	Kanji Drawing	-	Kanji_Drawing Level_36
36	維	"<img src=""07dad.svg"">"	Maintain	Kanji Drawing	-	Kanji_Drawing Level_36
36	奈	"<img src=""05948.svg"">"	Nara	Kanji Drawing	-	Kanji_Drawing Level_36
36	核	"<img src=""06838.svg"">"	Nucleus	Kanji Drawing	-	Kanji_Drawing Level_36
36	廃	"<img src=""05ec3.svg"">"	Obsolete	Kanji Drawing	-	Kanji_Drawing Level_36
36	献	"<img src=""0732e.svg"">"	Offer	Kanji Drawing	-	Kanji_Drawing Level_36
36	沖	"<img src=""06c96.svg"">"	Open Sea	Kanji Drawing	-	Kanji_Drawing Level_36
36	摘	"<img src=""06458.svg"">"	Pluck	Kanji Drawing	-	Kanji_Drawing Level_36
36	及	"<img src=""053ca.svg"">"	Reach	Kanji Drawing	-	Kanji_Drawing Level_36
36	依	"<img src=""04f9d.svg"">"	Reliant, Dependent	Kanji Drawing	-	Kanji_Drawing Level_36
36	縄	"<img src=""07e04.svg"">"	Rope	Kanji Drawing	-	Kanji_Drawing Level_36
36	鮭	"<img src=""09bad.svg"">"	Salmon	Kanji Drawing	-	Kanji_Drawing Level_36
36	伸	"<img src=""04f38.svg"">"	Stretch	Kanji Drawing	-	Kanji_Drawing Level_36
36	姓	"<img src=""059d3.svg"">"	Surname, Family Name	Kanji Drawing	-	Kanji_Drawing Level_36
36	貿	"<img src=""08cbf.svg"">"	Trade	Kanji Drawing	-	Kanji_Drawing Level_36
36	幅	"<img src=""05e45.svg"">"	Width	Kanji Drawing	-	Kanji_Drawing Level_36
37	患	"<img src=""060a3.svg"">"	Afflicted	Kanji Drawing	-	Kanji_Drawing Level_37
37	狙	"<img src=""072d9.svg"">"	Aim	Kanji Drawing	-	Kanji_Drawing Level_37
37	陣	"<img src=""09663.svg"">"	Army Base	Kanji Drawing	-	Kanji_Drawing Level_37
37	塁	"<img src=""05841.svg"">"	Base, Baseball Base	Kanji Drawing	-	Kanji_Drawing Level_37
37	葬	"<img src=""0846c.svg"">"	Burial	Kanji Drawing	-	Kanji_Drawing Level_37
37	崩	"<img src=""05d29.svg"">"	Crumble	Kanji Drawing	-	Kanji_Drawing Level_37
37	掲	"<img src=""063b2.svg"">"	Display	Kanji Drawing	-	Kanji_Drawing Level_37
37	恵	"<img src=""06075.svg"">"	Favor	Kanji Drawing	-	Kanji_Drawing Level_37
37	漁	"<img src=""06f01.svg"">"	Fishing	Kanji Drawing	-	Kanji_Drawing Level_37
37	湾	"<img src=""06e7e.svg"">"	Gulf	Kanji Drawing	-	Kanji_Drawing Level_37
37	跳	"<img src=""08df3.svg"">"	Hop	Kanji Drawing	-	Kanji_Drawing Level_37
37	旬	"<img src=""065ec.svg"">"	In Season, Time Of Month, Season	Kanji Drawing	-	Kanji_Drawing Level_37
37	聴	"<img src=""08074.svg"">"	Listen	Kanji Drawing	-	Kanji_Drawing Level_37
37	臨	"<img src=""081e8.svg"">"	Look To	Kanji Drawing	-	Kanji_Drawing Level_37
37	兆	"<img src=""05146.svg"">"	Omen	Kanji Drawing	-	Kanji_Drawing Level_37
37	契	"<img src=""05951.svg"">"	Pledge	Kanji Drawing	-	Kanji_Drawing Level_37
37	刑	"<img src=""05211.svg"">"	Punish	Kanji Drawing	-	Kanji_Drawing Level_37
37	償	"<img src=""0511f.svg"">"	Reparation	Kanji Drawing	-	Kanji_Drawing Level_37
37	抵	"<img src=""062b5.svg"">"	Resist	Kanji Drawing	-	Kanji_Drawing Level_37
37	串	"<img src=""04e32.svg"">"	Skewer, Spit	Kanji Drawing	-	Kanji_Drawing Level_37
37	闘	"<img src=""095d8.svg"">"	Struggle	Kanji Drawing	-	Kanji_Drawing Level_37
37	執	"<img src=""057f7.svg"">"	Tenacious	Kanji Drawing	-	Kanji_Drawing Level_37
37	跡	"<img src=""08de1.svg"">"	Traces	Kanji Drawing	-	Kanji_Drawing Level_37
37	削	"<img src=""0524a.svg"">"	Whittle Down	Kanji Drawing	-	Kanji_Drawing Level_37
38	伴	"<img src=""04f34.svg"">"	Accompany	Kanji Drawing	-	Kanji_Drawing Level_38
38	齢	"<img src=""09f62.svg"">"	Age	Kanji Drawing	-	Kanji_Drawing Level_38
38	宜	"<img src=""05b9c.svg"">"	Best Regards	Kanji Drawing	-	Kanji_Drawing Level_38
38	噛	"<img src=""0565b.svg"">"	Bite, Chew	Kanji Drawing	-	Kanji_Drawing Level_38
38	賄	"<img src=""08cc4.svg"">"	Bribe	Kanji Drawing	-	Kanji_Drawing Level_38
38	賂	"<img src=""08cc2.svg"">"	Bribe	Kanji Drawing	-	Kanji_Drawing Level_38
38	房	"<img src=""0623f.svg"">"	Cluster	Kanji Drawing	-	Kanji_Drawing Level_38
38	託	"<img src=""08a17.svg"">"	Consign	Kanji Drawing	-	Kanji_Drawing Level_38
38	却	"<img src=""05374.svg"">"	Contrary	Kanji Drawing	-	Kanji_Drawing Level_38
38	需	"<img src=""09700.svg"">"	Demand	Kanji Drawing	-	Kanji_Drawing Level_38
38	璧	"<img src=""074a7.svg"">"	Disc, Jade Disc	Kanji Drawing	-	Kanji_Drawing Level_38
38	避	"<img src=""0907f.svg"">"	Dodge, Avoid	Kanji Drawing	-	Kanji_Drawing Level_38
38	扱	"<img src=""06271.svg"">"	Handle	Kanji Drawing	-	Kanji_Drawing Level_38
38	併	"<img src=""04f75.svg"">"	Join	Kanji Drawing	-	Kanji_Drawing Level_38
38	膝	"<img src=""0819d.svg"">"	Knee	Kanji Drawing	-	Kanji_Drawing Level_38
38	傾	"<img src=""050be.svg"">"	Lean	Kanji Drawing	-	Kanji_Drawing Level_38
38	緩	"<img src=""07de9.svg"">"	Loose	Kanji Drawing	-	Kanji_Drawing Level_38
38	奏	"<img src=""0594f.svg"">"	Play Music	Kanji Drawing	-	Kanji_Drawing Level_38
38	娠	"<img src=""05a20.svg"">"	Pregnant	Kanji Drawing	-	Kanji_Drawing Level_38
38	妊	"<img src=""0598a.svg"">"	Pregnant	Kanji Drawing	-	Kanji_Drawing Level_38
38	択	"<img src=""0629e.svg"">"	Select	Kanji Drawing	-	Kanji_Drawing Level_38
38	還	"<img src=""09084.svg"">"	Send Back	Kanji Drawing	-	Kanji_Drawing Level_38
38	繰	"<img src=""07e70.svg"">"	Spin	Kanji Drawing	-	Kanji_Drawing Level_38
38	抑	"<img src=""06291.svg"">"	Suppress	Kanji Drawing	-	Kanji_Drawing Level_38
38	称	"<img src=""079f0.svg"">"	Title	Kanji Drawing	-	Kanji_Drawing Level_38
38	盤	"<img src=""076e4.svg"">"	Tray, Platter, Board	Kanji Drawing	-	Kanji_Drawing Level_38
39	控	"<img src=""063a7.svg"">"	Abstain	Kanji Drawing	-	Kanji_Drawing Level_39
39	宛	"<img src=""05b9b.svg"">"	Address	Kanji Drawing	-	Kanji_Drawing Level_39
39	充	"<img src=""05145.svg"">"	Allocate	Kanji Drawing	-	Kanji_Drawing Level_39
39	渋	"<img src=""06e0b.svg"">"	Bitter, Astringent, Reluctant	Kanji Drawing	-	Kanji_Drawing Level_39
39	岐	"<img src=""05c90.svg"">"	Branch Off	Kanji Drawing	-	Kanji_Drawing Level_39
39	埋	"<img src=""057cb.svg"">"	Bury	Kanji Drawing	-	Kanji_Drawing Level_39
39	埼	"<img src=""057fc.svg"">"	Cape	Kanji Drawing	-	Kanji_Drawing Level_39
39	棋	"<img src=""068cb.svg"">"	Chess Piece	Kanji Drawing	-	Kanji_Drawing Level_39
39	譲	"<img src=""08b72.svg"">"	Defer	Kanji Drawing	-	Kanji_Drawing Level_39
39	雇	"<img src=""096c7.svg"">"	Employ	Kanji Drawing	-	Kanji_Drawing Level_39
39	群	"<img src=""07fa4.svg"">"	Flock	Kanji Drawing	-	Kanji_Drawing Level_39
39	枠	"<img src=""067a0.svg"">"	Frame	Kanji Drawing	-	Kanji_Drawing Level_39
39	邦	"<img src=""090a6.svg"">"	Home Country	Kanji Drawing	-	Kanji_Drawing Level_39
39	御	"<img src=""05fa1.svg"">"	Honorable	Kanji Drawing	-	Kanji_Drawing Level_39
39	慎	"<img src=""0614e.svg"">"	Humility	Kanji Drawing	-	Kanji_Drawing Level_39
39	躍	"<img src=""08e8d.svg"">"	Leap	Kanji Drawing	-	Kanji_Drawing Level_39
39	謙	"<img src=""08b19.svg"">"	Modesty	Kanji Drawing	-	Kanji_Drawing Level_39
39	阜	"<img src=""0961c.svg"">"	Mound	Kanji Drawing	-	Kanji_Drawing Level_39
39	項	"<img src=""09805.svg"">"	Paragraph	Kanji Drawing	-	Kanji_Drawing Level_39
39	斐	"<img src=""06590.svg"">"	Patterned	Kanji Drawing	-	Kanji_Drawing Level_39
39	隆	"<img src=""09686.svg"">"	Prosperity	Kanji Drawing	-	Kanji_Drawing Level_39
39	圏	"<img src=""0570f.svg"">"	Range, Sphere	Kanji Drawing	-	Kanji_Drawing Level_39
39	勧	"<img src=""052e7.svg"">"	Recommend	Kanji Drawing	-	Kanji_Drawing Level_39
39	拒	"<img src=""062d2.svg"">"	Refuse, Refusal	Kanji Drawing	-	Kanji_Drawing Level_39
39	稲	"<img src=""07a32.svg"">"	Rice Plant	Kanji Drawing	-	Kanji_Drawing Level_39
39	奪	"<img src=""0596a.svg"">"	Rob	Kanji Drawing	-	Kanji_Drawing Level_39
39	鋼	"<img src=""092fc.svg"">"	Steel	Kanji Drawing	-	Kanji_Drawing Level_39
39	甲	"<img src=""07532.svg"">"	Turtle Shell	Kanji Drawing	-	Kanji_Drawing Level_39
39	壁	"<img src=""058c1.svg"">"	Wall	Kanji Drawing	-	Kanji_Drawing Level_39
39	祉	"<img src=""07949.svg"">"	Welfare	Kanji Drawing	-	Kanji_Drawing Level_39
40	拉	"<img src=""062c9.svg"">"	Abduct, Pull	Kanji Drawing	-	Kanji_Drawing Level_40
40	敏	"<img src=""0654f.svg"">"	Alert	Kanji Drawing	-	Kanji_Drawing Level_40
40	唱	"<img src=""05531.svg"">"	Chant	Kanji Drawing	-	Kanji_Drawing Level_40
40	衝	"<img src=""0885d.svg"">"	Collide	Kanji Drawing	-	Kanji_Drawing Level_40
40	戒	"<img src=""06212.svg"">"	Commandment	Kanji Drawing	-	Kanji_Drawing Level_40
40	兼	"<img src=""0517c.svg"">"	Concurrently	Kanji Drawing	-	Kanji_Drawing Level_40
40	薄	"<img src=""08584.svg"">"	Dilute	Kanji Drawing	-	Kanji_Drawing Level_40
40	堀	"<img src=""05800.svg"">"	Ditch	Kanji Drawing	-	Kanji_Drawing Level_40
40	剤	"<img src=""05264.svg"">"	Dose	Kanji Drawing	-	Kanji_Drawing Level_40
40	雅	"<img src=""096c5.svg"">"	Elegant	Kanji Drawing	-	Kanji_Drawing Level_40
40	孝	"<img src=""05b5d.svg"">"	Filial Piety	Kanji Drawing	-	Kanji_Drawing Level_40
40	頻	"<img src=""0983b.svg"">"	Frequent	Kanji Drawing	-	Kanji_Drawing Level_40
40	駆	"<img src=""099c6.svg"">"	Gallop	Kanji Drawing	-	Kanji_Drawing Level_40
40	俊	"<img src=""04fca.svg"">"	Genius	Kanji Drawing	-	Kanji_Drawing Level_40
40	嬉	"<img src=""05b09.svg"">"	Glad, Happy	Kanji Drawing	-	Kanji_Drawing Level_40
40	誉	"<img src=""08a89.svg"">"	Honor	Kanji Drawing	-	Kanji_Drawing Level_40
40	茂	"<img src=""08302.svg"">"	Luxuriant	Kanji Drawing	-	Kanji_Drawing Level_40
40	殿	"<img src=""06bbf.svg"">"	Milord, Lord	Kanji Drawing	-	Kanji_Drawing Level_40
40	殖	"<img src=""06b96.svg"">"	Multiply	Kanji Drawing	-	Kanji_Drawing Level_40
40	麺	"<img src=""09eba.svg"">"	Noodles	Kanji Drawing	-	Kanji_Drawing Level_40
40	繁	"<img src=""07e41.svg"">"	Overgrown	Kanji Drawing	-	Kanji_Drawing Level_40
40	巡	"<img src=""05de1.svg"">"	Patrol	Kanji Drawing	-	Kanji_Drawing Level_40
40	柱	"<img src=""067f1.svg"">"	Pillar	Kanji Drawing	-	Kanji_Drawing Level_40
40	褒	"<img src=""08912.svg"">"	Praise	Kanji Drawing	-	Kanji_Drawing Level_40
40	排	"<img src=""06392.svg"">"	Reject, Refuse	Kanji Drawing	-	Kanji_Drawing Level_40
40	顧	"<img src=""09867.svg"">"	Review	Kanji Drawing	-	Kanji_Drawing Level_40
40	犠	"<img src=""072a0.svg"">"	Sacrifice	Kanji Drawing	-	Kanji_Drawing Level_40
40	獲	"<img src=""07372.svg"">"	Seize	Kanji Drawing	-	Kanji_Drawing Level_40
40	鋭	"<img src=""092ed.svg"">"	Sharp	Kanji Drawing	-	Kanji_Drawing Level_40
40	妖	"<img src=""05996.svg"">"	Supernatural, Enchanting	Kanji Drawing	-	Kanji_Drawing Level_40
40	透	"<img src=""0900f.svg"">"	Transparent	Kanji Drawing	-	Kanji_Drawing Level_40
41	棄	"<img src=""068c4.svg"">"	Abandon	Kanji Drawing	-	Kanji_Drawing Level_41
41	凄	"<img src=""051c4.svg"">"	Amazing, Wonderful, Terrible, Awful	Kanji Drawing	-	Kanji_Drawing Level_41
41	至	"<img src=""081f3.svg"">"	Attain	Kanji Drawing	-	Kanji_Drawing Level_41
41	拠	"<img src=""062e0.svg"">"	Based On	Kanji Drawing	-	Kanji_Drawing Level_41
41	蜂	"<img src=""08702.svg"">"	Bee	Kanji Drawing	-	Kanji_Drawing Level_41
41	儀	"<img src=""05100.svg"">"	Ceremony	Kanji Drawing	-	Kanji_Drawing Level_41
41	炭	"<img src=""070ad.svg"">"	Charcoal	Kanji Drawing	-	Kanji_Drawing Level_41
41	潜	"<img src=""06f5c.svg"">"	Conceal	Kanji Drawing	-	Kanji_Drawing Level_41
41	偽	"<img src=""0507d.svg"">"	Fake	Kanji Drawing	-	Kanji_Drawing Level_41
41	蛍	"<img src=""086cd.svg"">"	Firefly	Kanji Drawing	-	Kanji_Drawing Level_41
41	拳	"<img src=""062f3.svg"">"	Fist	Kanji Drawing	-	Kanji_Drawing Level_41
41	蜜	"<img src=""0871c.svg"">"	Honey	Kanji Drawing	-	Kanji_Drawing Level_41
41	仁	"<img src=""04ec1.svg"">"	Humanity	Kanji Drawing	-	Kanji_Drawing Level_41
41	遜	"<img src=""0905c.svg"">"	Humble	Kanji Drawing	-	Kanji_Drawing Level_41
41	侵	"<img src=""04fb5.svg"">"	Invade	Kanji Drawing	-	Kanji_Drawing Level_41
41	嘘	"<img src=""05618.svg"">"	Lie	Kanji Drawing	-	Kanji_Drawing Level_41
41	鉱	"<img src=""09271.svg"">"	Mineral	Kanji Drawing	-	Kanji_Drawing Level_41
41	喧	"<img src=""055a7.svg"">"	Noisy, Picky	Kanji Drawing	-	Kanji_Drawing Level_41
41	瀬	"<img src=""0702c.svg"">"	Rapids, Shallows	Kanji Drawing	-	Kanji_Drawing Level_41
41	嘩	"<img src=""05629.svg"">"	Rowdy	Kanji Drawing	-	Kanji_Drawing Level_41
41	墟	"<img src=""0589f.svg"">"	Ruins	Kanji Drawing	-	Kanji_Drawing Level_41
41	酎	"<img src=""0914e.svg"">"	Sake	Kanji Drawing	-	Kanji_Drawing Level_41
41	措	"<img src=""063aa.svg"">"	Set Aside	Kanji Drawing	-	Kanji_Drawing Level_41
41	虎	"<img src=""0864e.svg"">"	Tiger	Kanji Drawing	-	Kanji_Drawing Level_41
41	艦	"<img src=""08266.svg"">"	Warship	Kanji Drawing	-	Kanji_Drawing Level_41
41	撤	"<img src=""064a4.svg"">"	Withdrawal	Kanji Drawing	-	Kanji_Drawing Level_41
41	樹	"<img src=""06a39.svg"">"	Wood	Kanji Drawing	-	Kanji_Drawing Level_41
42	析	"<img src=""06790.svg"">"	Analysis	Kanji Drawing	-	Kanji_Drawing Level_42
42	弧	"<img src=""05f27.svg"">"	Arc	Kanji Drawing	-	Kanji_Drawing Level_42
42	到	"<img src=""05230.svg"">"	Arrival	Kanji Drawing	-	Kanji_Drawing Level_42
42	軸	"<img src=""08ef8.svg"">"	Axis, Axle	Kanji Drawing	-	Kanji_Drawing Level_42
42	挑	"<img src=""06311.svg"">"	Challenge	Kanji Drawing	-	Kanji_Drawing Level_42
42	焦	"<img src=""07126.svg"">"	Char	Kanji Drawing	-	Kanji_Drawing Level_42
42	掘	"<img src=""06398.svg"">"	Dig	Kanji Drawing	-	Kanji_Drawing Level_42
42	紛	"<img src=""07d1b.svg"">"	Distract	Kanji Drawing	-	Kanji_Drawing Level_42
42	範	"<img src=""07bc4.svg"">"	Example	Kanji Drawing	-	Kanji_Drawing Level_42
42	括	"<img src=""062ec.svg"">"	Fasten	Kanji Drawing	-	Kanji_Drawing Level_42
42	枢	"<img src=""067a2.svg"">"	Hinge	Kanji Drawing	-	Kanji_Drawing Level_42
42	潟	"<img src=""06f5f.svg"">"	Lagoon	Kanji Drawing	-	Kanji_Drawing Level_42
42	芝	"<img src=""0829d.svg"">"	Lawn	Kanji Drawing	-	Kanji_Drawing Level_42
42	肝	"<img src=""0809d.svg"">"	Liver	Kanji Drawing	-	Kanji_Drawing Level_42
42	餅	"<img src=""09905.svg"">"	Mochi, Sticky Rice Cake	Kanji Drawing	-	Kanji_Drawing Level_42
42	喪	"<img src=""055aa.svg"">"	Mourning	Kanji Drawing	-	Kanji_Drawing Level_42
42	網	"<img src=""07db2.svg"">"	Netting	Kanji Drawing	-	Kanji_Drawing Level_42
42	克	"<img src=""0514b.svg"">"	Overcome	Kanji Drawing	-	Kanji_Drawing Level_42
42	双	"<img src=""053cc.svg"">"	Pair	Kanji Drawing	-	Kanji_Drawing Level_42
42	柄	"<img src=""067c4.svg"">"	Pattern	Kanji Drawing	-	Kanji_Drawing Level_42
42	哲	"<img src=""054f2.svg"">"	Philosophy	Kanji Drawing	-	Kanji_Drawing Level_42
